x_from,y_from,x_to,y_to
-73.7506,40.5906,-73.75,40.5911
-73.8216,40.5896,-73.8217,40.5898
-73.823,40.5896,-73.8217,40.5898
-73.8234,40.5896,-73.8238,40.5906
-73.8234,40.5896,-73.823,40.5896
-73.8563,40.59,-73.8571,40.591
-73.8563,40.59,-73.8563,40.59
-73.8502,40.5902,-73.8502,40.5911
-73.8502,40.5902,-73.8502,40.5902
-73.8563,40.59,-73.8553,40.5902
-74.0064,40.5869,-74.0072,40.588
-74.0007,40.5898,-74.0006,40.5898
-74.0006,40.5898,-74.0004,40.5899
-73.8214,40.5891,-73.8216,40.5896
-73.999,40.5908,-73.999,40.5908
-74.0004,40.5899,-74.0001,40.59
-73.8241,40.5892,-73.8234,40.5896
-73.9991,40.5907,-73.9991,40.5907
-73.9991,40.5907,-73.999,40.5908
-73.751,40.5897,-73.7506,40.5906
-73.9992,40.5907,-73.9991,40.5907
-74.0001,40.59,-74,40.59
-73.9997,40.5903,-73.9997,40.5903
-73.9999,40.5901,-73.9997,40.5903
-73.8553,40.5902,-73.854,40.5897
-73.9995,40.5904,-73.9995,40.5905
-73.854,40.5896,-73.854,40.5897
-73.9997,40.5903,-73.9995,40.5904
-73.7511,40.5897,-73.751,40.5897
-73.8504,40.5896,-73.8502,40.5902
-73.8505,40.5896,-73.8504,40.5896
-73.8744,40.5877,-73.8741,40.5897
-74.0063,40.5866,-74.0064,40.5869
-73.8507,40.589,-73.8505,40.5896
-73.8509,40.5883,-73.8507,40.589
-73.8743,40.5875,-73.8744,40.5877
-73.7516,40.5895,-73.7511,40.5897
-73.8528,40.5891,-73.8527,40.5891
-73.854,40.5896,-73.8528,40.5891
-73.8517,40.5887,-73.8509,40.5883
-73.8527,40.5891,-73.8523,40.5889
-73.8523,40.5889,-73.8517,40.5887
-73.7643,40.5899,-73.7642,40.5899
-73.7642,40.5899,-73.7639,40.59
-73.8255,40.5881,-73.8241,40.5892
-73.7648,40.5894,-73.7648,40.5895
-73.8256,40.588,-73.8255,40.5881
-73.7648,40.5895,-73.7643,40.5899
-73.7664,40.5893,-73.7665,40.5894
-73.8256,40.5879,-73.8256,40.588
-73.7522,40.5893,-73.7516,40.5895
-73.7653,40.5885,-73.7648,40.5894
-73.8506,40.5878,-73.8509,40.5883
-73.7661,40.5866,-73.7659,40.5874
-73.7664,40.5857,-73.7661,40.5866
-73.8504,40.5873,-73.8506,40.5878
-73.7665,40.5851,-73.7664,40.5855
-73.7524,40.589,-73.7522,40.5893
-74.0008,40.5887,-74.0003,40.5885
-73.7529,40.5888,-73.7524,40.589
-73.847,40.586,-73.8468,40.5858
-73.8778,40.5889,-73.8778,40.5892
-73.8213,40.5883,-73.8214,40.5891
-73.7706,40.5734,-73.7701,40.5743
-73.8496,40.5858,-73.8504,40.5873
-73.8496,40.5858,-73.8495,40.5858
-74.0003,40.5885,-74.0001,40.5885
-73.7714,40.5715,-73.7709,40.5725
-73.8495,40.5858,-73.847,40.586
-73.7532,40.5884,-73.7529,40.5888
-74,40.5884,-73.9999,40.5884
-74.0056,40.5859,-74.0061,40.5864
-74.0056,40.5859,-74.0056,40.5859
-73.9998,40.5884,-73.9995,40.5884
-73.999,40.5886,-73.9989,40.5886
-73.999,40.5885,-73.999,40.5886
-73.999,40.5885,-73.999,40.5885
-73.874,40.5863,-73.8743,40.5875
-73.9995,40.5884,-73.9994,40.5884
-73.9992,40.5885,-73.999,40.5885
-73.9994,40.5884,-73.9992,40.5885
-73.7616,40.588,-73.7614,40.5881
-73.7614,40.5881,-73.7613,40.588
-73.7613,40.588,-73.7612,40.588
-73.7624,40.5877,-73.762,40.5878
-73.762,40.5878,-73.7616,40.588
-73.8567,40.5878,-73.8567,40.5879
-73.7612,40.588,-73.7608,40.5884
-73.7627,40.5873,-73.7624,40.5877
-73.8569,40.5876,-73.8567,40.5878
-73.7637,40.5864,-73.7627,40.5873
-73.8739,40.5859,-73.874,40.5863
-74.0053,40.5855,-74.0056,40.5859
-73.7551,40.5875,-73.7543,40.5881
-73.7556,40.5874,-73.7551,40.5875
-73.8574,40.5867,-73.8569,40.5876
-73.8289,40.5871,-73.8277,40.5875
-73.8773,40.5875,-73.877,40.5874
-73.8575,40.5864,-73.8574,40.5867
-73.7559,40.5872,-73.7556,40.5874
-73.8575,40.5864,-73.8575,40.5864
-73.8306,40.5868,-73.8305,40.5873
-73.8776,40.5877,-73.8773,40.5875
-73.7566,40.5872,-73.7559,40.5872
-73.829,40.5869,-73.8289,40.5871
-73.8778,40.5878,-73.8777,40.5878
-73.8508,40.5852,-73.8496,40.5858
-73.8305,40.5862,-73.8305,40.5865
-73.8307,40.5861,-73.8305,40.5862
-73.8305,40.5862,-73.8301,40.5862
-73.8309,40.5861,-73.8307,40.5861
-73.8301,40.5862,-73.829,40.5869
-73.8312,40.5861,-73.8309,40.5861
-74.005,40.5852,-74.0053,40.5855
-73.7571,40.5867,-73.7566,40.5872
-73.8468,40.5858,-73.8442,40.5845
-73.8575,40.5847,-73.8575,40.5864
-73.7577,40.5867,-73.7571,40.5867
-73.8316,40.586,-73.8312,40.5861
-73.8575,40.5846,-73.8575,40.5847
-73.9005,40.5867,-73.9002,40.5869
-73.8442,40.5845,-73.8436,40.5846
-73.8574,40.5842,-73.8575,40.5846
-73.7582,40.5865,-73.7577,40.5867
-73.7583,40.5865,-73.7582,40.5865
-73.8321,40.5858,-73.8316,40.586
-73.8735,40.5843,-73.8739,40.5859
-73.9008,40.5856,-73.9006,40.5858
-73.7587,40.5861,-73.7583,40.5865
-73.8436,40.5846,-73.8417,40.5846
-73.759,40.5859,-73.7587,40.5861
-73.7592,40.5857,-73.759,40.5859
-74.0046,40.5848,-74.005,40.5852
-73.8522,40.5844,-73.8508,40.5852
-73.8325,40.5855,-73.8321,40.5858
-73.8574,40.5842,-73.8559,40.5839
-73.8559,40.5839,-73.8559,40.5839
-73.8524,40.5844,-73.8522,40.5844
-73.8559,40.5839,-73.8551,40.584
-73.7595,40.5853,-73.7592,40.5857
-73.8736,40.5839,-73.8735,40.5843
-73.8297,40.5857,-73.8298,40.586
-73.8582,40.5837,-73.8574,40.5842
-73.7596,40.585,-73.7595,40.5853
-73.8551,40.584,-73.8549,40.584
-73.9026,40.5861,-73.9022,40.5865
-73.8549,40.584,-73.8548,40.584
-73.8417,40.5846,-73.8412,40.5844
-73.76,40.5844,-73.7596,40.585
-73.7604,40.5839,-73.7603,40.584
-73.7603,40.584,-73.76,40.5844
-73.7608,40.5833,-73.7604,40.5839
-73.9008,40.585,-73.9008,40.5856
-73.7611,40.5831,-73.7608,40.5833
-73.9028,40.586,-73.9026,40.5861
-73.8548,40.584,-73.8543,40.584
-73.8331,40.5851,-73.8325,40.5855
-73.8543,40.584,-73.8524,40.5844
-73.8332,40.585,-73.8331,40.5851
-73.8333,40.585,-73.8332,40.585
-73.8589,40.5834,-73.8582,40.5837
-73.8412,40.5844,-73.84,40.5844
-73.84,40.5844,-73.8396,40.5846
-74.0046,40.5848,-74.0041,40.5844
-73.8337,40.5849,-73.8333,40.585
-73.9007,40.5845,-73.9008,40.585
-73.8596,40.5828,-73.8589,40.5834
-73.9068,40.5856,-73.9068,40.5858
-73.9007,40.5843,-73.9007,40.5845
-73.8396,40.5846,-73.8386,40.5846
-73.8349,40.5848,-73.8337,40.5849
-73.8374,40.5843,-73.837,40.5846
-73.9065,40.5852,-73.9068,40.5856
-73.905,40.5845,-73.9049,40.5846
-73.9053,40.5844,-73.905,40.5845
-74.0041,40.5844,-74.0039,40.5842
-73.8386,40.5846,-73.8374,40.5843
-73.8353,40.5844,-73.8349,40.5848
-73.9049,40.5846,-73.9044,40.5847
-73.9059,40.584,-73.9053,40.5844
-73.906,40.5841,-73.9065,40.5852
-74.0039,40.5842,-74.0038,40.5841
-73.906,40.584,-73.9059,40.584
-73.837,40.5846,-73.8353,40.5844
-73.8603,40.5819,-73.8596,40.5828
-74.0038,40.5841,-74.0034,40.5838
-73.8742,40.5814,-73.8736,40.5839
-73.9001,40.5835,-73.9007,40.5843
-73.9001,40.5835,-73.9001,40.5835
-74.0034,40.5838,-74.0032,40.5837
-74.0032,40.5837,-74.0031,40.5837
-73.9084,40.5843,-73.9086,40.5848
-73.8604,40.5815,-73.8603,40.5819
-73.9019,40.5842,-73.9011,40.5841
-73.9072,40.5832,-73.906,40.584
-73.9072,40.5832,-73.9072,40.5832
-73.9044,40.5847,-73.9036,40.5844
-73.908,40.583,-73.9084,40.5843
-73.9077,40.5829,-73.9072,40.5832
-73.908,40.583,-73.9077,40.5829
-74.0031,40.5837,-74.003,40.5836
-74.003,40.5836,-74.0029,40.5836
-73.9036,40.5844,-73.9034,40.5843
-73.8741,40.5806,-73.8742,40.5814
-73.9022,40.5842,-73.9019,40.5842
-73.9001,40.5835,-73.8998,40.5832
-73.9034,40.5843,-73.9031,40.5843
-73.9026,40.5841,-73.9022,40.5842
-73.9031,40.5843,-73.9026,40.5841
-73.909,40.5833,-73.9085,40.5831
-74.0029,40.5836,-74.0024,40.5832
-73.9104,40.5839,-73.9099,40.5835
-73.9099,40.5835,-73.9099,40.5835
-73.9099,40.5835,-73.909,40.5833
-73.9077,40.5823,-73.9077,40.5829
-74.0024,40.5832,-74.0017,40.5832
-73.9077,40.5823,-73.9077,40.5823
-74.0015,40.5833,-74.0014,40.5834
-74.0014,40.5834,-74.0013,40.5835
-73.8996,40.5827,-73.8998,40.5832
-73.8743,40.5787,-73.8741,40.5806
-73.8622,40.5806,-73.8604,40.5815
-73.8996,40.5825,-73.8996,40.5827
-73.8626,40.5803,-73.8622,40.5806
-73.8627,40.5803,-73.8626,40.5803
-73.7427,40.5834,-73.7425,40.5834
-73.8983,40.5835,-73.8977,40.5831
-74.0013,40.5827,-74.0017,40.5832
-73.8741,40.5775,-73.8743,40.5787
-73.8741,40.5775,-73.874,40.5775
-73.874,40.5775,-73.8739,40.5775
-73.8634,40.5798,-73.8627,40.5803
-73.9446,40.5824,-73.9444,40.5823
-73.8636,40.5798,-73.8634,40.5798
-73.8993,40.5821,-73.8996,40.5825
-73.8743,40.5773,-73.8741,40.5775
-74.001,40.5824,-74.0013,40.5827
-73.8641,40.5797,-73.8636,40.5798
-73.9455,40.5819,-73.9446,40.5824
-73.947,40.5823,-73.9463,40.5819
-73.9473,40.5825,-73.947,40.5823
-73.9444,40.5823,-73.9441,40.5822
-73.9434,40.5821,-73.9433,40.5821
-73.9441,40.5822,-73.9434,40.5821
-73.9355,40.5821,-73.9355,40.5821
-73.9356,40.582,-73.9355,40.5821
-73.9372,40.582,-73.9373,40.5822
-73.9372,40.582,-73.9371,40.582
-73.8993,40.5821,-73.899,40.5819
-73.9371,40.582,-73.9369,40.5821
-73.9369,40.5821,-73.9367,40.5821
-73.9433,40.5821,-73.943,40.5821
-73.9356,40.582,-73.9356,40.582
-73.9321,40.5824,-73.9321,40.5824
-73.9364,40.5821,-73.9362,40.5821
-73.9362,40.5821,-73.9361,40.582
-73.9367,40.5821,-73.9364,40.5821
-73.9361,40.582,-73.936,40.582
-73.9359,40.582,-73.9356,40.582
-73.936,40.582,-73.9359,40.582
-73.9321,40.5822,-73.9321,40.5824
-73.899,40.5819,-73.8989,40.5818
-73.9077,40.581,-73.9077,40.5823
-73.9349,40.582,-73.9348,40.582
-73.9321,40.5822,-73.9321,40.5821
-73.9355,40.5821,-73.9349,40.582
-73.9348,40.582,-73.9346,40.5819
-73.9391,40.582,-73.9391,40.582
-73.9323,40.5822,-73.9321,40.5822
-73.9323,40.5822,-73.9323,40.5822
-73.9346,40.5819,-73.9344,40.5818
-73.8989,40.5818,-73.8988,40.5818
-73.9344,40.5818,-73.9343,40.5819
-73.9396,40.582,-73.9391,40.582
-73.9343,40.5819,-73.934,40.582
-73.9405,40.5819,-73.9404,40.5823
-73.9317,40.5819,-73.9316,40.5819
-73.9321,40.5821,-73.9317,40.5819
-73.934,40.582,-73.9338,40.582
-73.9338,40.582,-73.9338,40.582
-73.9405,40.5819,-73.9405,40.5819
-73.9316,40.5819,-73.9316,40.5819
-73.9338,40.582,-73.9338,40.582
-73.8988,40.5818,-73.8988,40.5818
-73.9406,40.5819,-73.9405,40.5819
-73.9316,40.5819,-73.9315,40.5818
-73.9326,40.5822,-73.9323,40.5822
-73.9327,40.5822,-73.9326,40.5822
-73.9399,40.5819,-73.9396,40.582
-73.9329,40.5821,-73.9327,40.5822
-73.9329,40.5821,-73.9329,40.5821
-73.9315,40.5818,-73.9314,40.5817
-73.9405,40.5819,-73.9399,40.5819
-73.9314,40.5817,-73.9314,40.5817
-73.9338,40.582,-73.9334,40.582
-73.9334,40.582,-73.9334,40.582
-73.9374,40.5817,-73.9372,40.582
-73.943,40.5821,-73.9424,40.5819
-73.9424,40.5819,-73.9423,40.5819
-73.8748,40.577,-73.8743,40.5773
-73.9331,40.5821,-73.9329,40.5821
-73.9331,40.5821,-73.9331,40.5821
-73.9334,40.582,-73.9331,40.5821
-73.8739,40.5775,-73.8729,40.5773
-73.8988,40.5818,-73.8985,40.5818
-73.9077,40.5806,-73.9077,40.581
-73.9375,40.5817,-73.9374,40.5817
-73.9418,40.5818,-73.9416,40.5819
-73.9416,40.5819,-73.9412,40.5818
-73.9412,40.5818,-73.9406,40.5819
-73.7565,40.5818,-73.7564,40.5821
-73.9423,40.5819,-73.9418,40.5818
-73.8985,40.5818,-73.8982,40.5818
-73.8982,40.5818,-73.8977,40.5821
-73.8652,40.5791,-73.8641,40.5797
-73.9313,40.5815,-73.9314,40.5817
-73.9313,40.5814,-73.9313,40.5815
-73.9381,40.5817,-73.9375,40.5817
-73.9391,40.582,-73.9381,40.5817
-73.8751,40.5767,-73.8748,40.577
-73.9312,40.5813,-73.9313,40.5814
-73.8752,40.5766,-73.8751,40.5767
-73.8729,40.5773,-73.872,40.5773
-73.9965,40.5815,-73.9966,40.5816
-73.8662,40.5785,-73.8652,40.5791
-73.872,40.5773,-73.8718,40.5773
-73.8718,40.5773,-73.8718,40.5773
-73.9311,40.5811,-73.9312,40.5813
-73.9077,40.5794,-73.9077,40.5806
-73.8666,40.5784,-73.8662,40.5785
-73.9277,40.581,-73.9275,40.5812
-73.9311,40.581,-73.9311,40.5811
-73.8668,40.5783,-73.8666,40.5784
-73.9282,40.581,-73.9282,40.581
-73.867,40.5783,-73.8668,40.5783
-73.9282,40.581,-73.9282,40.581
-73.9282,40.581,-73.9277,40.581
-73.9077,40.5792,-73.9077,40.5794
-73.9288,40.5811,-73.9288,40.5811
-73.9965,40.5812,-73.9965,40.5815
-73.9287,40.5811,-73.9287,40.581
-73.9287,40.581,-73.9282,40.581
-73.9077,40.5791,-73.9077,40.5792
-73.9277,40.581,-73.9277,40.581
-73.9964,40.5811,-73.9965,40.5812
-73.8718,40.5773,-73.8713,40.5773
-73.9293,40.5814,-73.9292,40.5813
-73.9292,40.5813,-73.9288,40.5811
-73.8674,40.5781,-73.867,40.5783
-73.8674,40.5781,-73.8674,40.5781
-73.8674,40.5781,-73.8674,40.5781
-73.9295,40.5814,-73.9293,40.5814
-73.9311,40.5808,-73.9311,40.581
-73.9311,40.5808,-73.9311,40.5808
-73.9296,40.5814,-73.9295,40.5814
-73.8713,40.5773,-73.8709,40.5773
-73.9964,40.5811,-73.9962,40.581
-73.9297,40.5814,-73.9296,40.5814
-73.9297,40.5814,-73.9297,40.5814
-73.9962,40.581,-73.9961,40.581
-73.8757,40.5762,-73.8752,40.5766
-73.8678,40.578,-73.8674,40.5781
-73.9307,40.5811,-73.9304,40.5812
-73.9299,40.5814,-73.9297,40.5814
-73.9961,40.581,-73.9958,40.5809
-73.9299,40.5814,-73.9299,40.5814
-73.9302,40.5813,-73.9302,40.5813
-73.9304,40.5812,-73.9302,40.5813
-73.93,40.5813,-73.9299,40.5814
-73.9302,40.5813,-73.93,40.5813
-73.8709,40.5773,-73.8704,40.5773
-73.9958,40.5809,-73.9957,40.5808
-73.8682,40.5778,-73.8678,40.578
-73.8704,40.5773,-73.8701,40.5773
-73.9957,40.5808,-73.9956,40.5808
-73.8685,40.5777,-73.8682,40.5778
-73.8686,40.5777,-73.8685,40.5777
-73.931,40.5806,-73.9311,40.5808
-73.8687,40.5776,-73.8686,40.5777
-73.8691,40.5776,-73.8687,40.5776
-73.9957,40.5809,-73.995,40.5819
-73.9956,40.5807,-73.9956,40.5808
-73.8694,40.5775,-73.8691,40.5776
-73.8701,40.5773,-73.8694,40.5775
-73.9945,40.5806,-73.9944,40.5809
-73.9289,40.5808,-73.9287,40.581
-73.9946,40.5807,-73.9947,40.581
-73.9282,40.5807,-73.9282,40.581
-73.9289,40.5808,-73.9289,40.5808
-73.9945,40.5804,-73.9944,40.5804
-73.9309,40.5804,-73.931,40.5806
-73.9077,40.5791,-73.9073,40.5787
-73.9935,40.5805,-73.9934,40.5805
-73.9309,40.5803,-73.9309,40.5804
-73.9944,40.5804,-73.9939,40.5805
-73.9939,40.5805,-73.9935,40.5805
-73.997,40.5808,-73.9969,40.5809
-73.9934,40.5805,-73.9933,40.5804
-73.9933,40.5804,-73.9932,40.5803
-73.9932,40.5803,-73.9932,40.5803
-73.9089,40.5786,-73.9077,40.5791
-73.9932,40.5803,-73.9931,40.5803
-73.9308,40.5801,-73.9309,40.5803
-73.8766,40.5756,-73.8757,40.5762
-73.9931,40.5803,-73.9929,40.5803
-73.9929,40.5803,-73.9928,40.5803
-73.8572,40.5801,-73.8566,40.5804
-73.8767,40.5756,-73.8766,40.5756
-73.9308,40.58,-73.9308,40.5801
-73.9928,40.5803,-73.9926,40.5802
-73.9926,40.5802,-73.9924,40.5802
-73.9924,40.5802,-73.9923,40.5802
-73.9923,40.5802,-73.9922,40.5802
-73.9922,40.5802,-73.9921,40.5801
-73.9921,40.5801,-73.992,40.5802
-73.8566,40.5804,-73.8564,40.5804
-73.8564,40.5804,-73.8564,40.5804
-73.8769,40.5754,-73.8767,40.5756
-73.992,40.5802,-73.9918,40.5802
-73.9918,40.5802,-73.9918,40.5802
-73.9918,40.5802,-73.9916,40.5802
-73.9916,40.5802,-73.9915,40.5802
-73.9915,40.5802,-73.9915,40.5802
-73.9915,40.5802,-73.9914,40.5802
-73.9307,40.5798,-73.9308,40.58
-73.9914,40.5802,-73.9912,40.5802
-73.9912,40.5802,-73.9912,40.5801
-73.9912,40.5801,-73.9912,40.5801
-73.9307,40.5797,-73.9307,40.5798
-73.9912,40.5801,-73.9911,40.5801
-73.9911,40.5801,-73.9911,40.5801
-73.9073,40.5787,-73.9066,40.5782
-73.9307,40.5796,-73.9307,40.5797
-73.9911,40.5801,-73.991,40.58
-73.8775,40.5752,-73.8769,40.5754
-73.9306,40.5795,-73.9307,40.5796
-73.9101,40.5788,-73.9092,40.5787
-73.991,40.58,-73.991,40.58
-73.9103,40.5788,-73.9101,40.5788
-73.991,40.58,-73.9909,40.58
-73.8776,40.5751,-73.8775,40.5752
-73.8776,40.5751,-73.8776,40.5751
-73.8777,40.5751,-73.8776,40.5751
-73.8777,40.575,-73.8777,40.5751
-73.9305,40.5793,-73.9306,40.5795
-73.9909,40.58,-73.9908,40.5799
-73.9305,40.5793,-73.9305,40.5793
-73.9091,40.5781,-73.9089,40.5786
-73.8782,40.5748,-73.8777,40.575
-73.8783,40.5747,-73.8782,40.5748
-73.9304,40.579,-73.9305,40.5793
-73.992,40.5797,-73.9921,40.5799
-73.9303,40.579,-73.9304,40.579
-73.9303,40.5789,-73.9303,40.579
-73.9302,40.5787,-73.9303,40.5789
-73.8787,40.5745,-73.8783,40.5747
-73.8787,40.5744,-73.8787,40.5745
-73.9302,40.5787,-73.9302,40.5787
-73.9302,40.5786,-73.9302,40.5787
-73.9302,40.5786,-73.9302,40.5786
-73.879,40.5744,-73.8787,40.5744
-73.9061,40.5774,-73.9066,40.5782
-73.903,40.5789,-73.9029,40.5789
-73.8791,40.5743,-73.879,40.5744
-73.9031,40.579,-73.903,40.5789
-73.9061,40.5773,-73.9061,40.5774
-73.9301,40.5784,-73.9302,40.5786
-73.8797,40.5745,-73.8791,40.5743
-73.93,40.5782,-73.9301,40.5784
-73.93,40.5781,-73.93,40.5782
-73.9024,40.5782,-73.9026,40.5786
-73.9299,40.5779,-73.93,40.5781
-73.9024,40.5781,-73.9024,40.5782
-73.9299,40.5778,-73.9299,40.5779
-73.8822,40.5756,-73.8817,40.5753
-73.8817,40.5753,-73.8797,40.5745
-73.8827,40.5759,-73.8822,40.5756
-73.9024,40.5778,-73.9024,40.5781
-73.9096,40.5772,-73.9091,40.5781
-73.9055,40.5762,-73.9061,40.5773
-73.9298,40.5776,-73.9299,40.5778
-73.9297,40.5776,-73.9298,40.5776
-73.9054,40.5759,-73.9055,40.5762
-73.8836,40.5761,-73.8827,40.5759
-73.9053,40.5758,-73.9054,40.5759
-73.8852,40.5771,-73.8836,40.5761
-73.9296,40.5773,-73.9297,40.5776
-73.9296,40.5772,-73.9296,40.5773
-73.9027,40.5764,-73.9024,40.5778
-73.9296,40.5771,-73.9296,40.5772
-73.9028,40.5758,-73.9027,40.5764
-73.9296,40.5771,-73.9296,40.5771
-73.9041,40.5741,-73.9053,40.5758
-73.9038,40.5736,-73.9041,40.5741
-73.9098,40.5767,-73.9096,40.5772
-73.9036,40.5734,-73.9038,40.5736
-73.8861,40.5768,-73.8852,40.5771
-73.9296,40.577,-73.9296,40.5771
-73.9296,40.577,-73.9296,40.577
-73.8865,40.5767,-73.8861,40.5768
-73.9296,40.5769,-73.9296,40.577
-73.8868,40.5766,-73.8865,40.5767
-73.9034,40.5726,-73.9036,40.5734
-73.8871,40.5764,-73.8868,40.5766
-73.8873,40.5764,-73.8871,40.5764
-73.8885,40.5757,-73.8873,40.5764
-73.9297,40.5767,-73.9296,40.5769
-73.9031,40.5716,-73.9034,40.5726
-73.9104,40.5763,-73.9098,40.5767
-73.9031,40.5716,-73.903,40.5716
-73.903,40.5716,-73.903,40.5716
-73.903,40.5716,-73.9029,40.5716
-73.9298,40.5766,-73.9297,40.5767
-73.9298,40.5766,-73.9298,40.5766
-73.8896,40.5736,-73.8885,40.5757
-73.9119,40.5755,-73.9118,40.5756
-73.912,40.5755,-73.9119,40.5755
-73.8898,40.5731,-73.8896,40.5736
-73.9029,40.5716,-73.9024,40.5715
-73.911,40.5759,-73.9104,40.5763
-73.9118,40.5756,-73.9111,40.5758
-73.9111,40.5758,-73.911,40.5759
-73.9298,40.5765,-73.9298,40.5766
-73.8901,40.5731,-73.8898,40.5731
-73.9024,40.5715,-73.9023,40.5715
-73.9035,40.5714,-73.9031,40.5716
-73.9035,40.5714,-73.9035,40.5714
-73.8905,40.573,-73.8901,40.5731
-73.9023,40.5715,-73.9018,40.5715
-73.8797,40.5731,-73.8794,40.5736
-73.9299,40.5763,-73.9298,40.5765
-73.9119,40.5754,-73.9119,40.5755
-73.9299,40.5763,-73.9299,40.5763
-73.9018,40.5715,-73.9017,40.5715
-73.9135,40.5752,-73.9132,40.5752
-73.9132,40.5752,-73.912,40.5755
-73.8919,40.573,-73.8905,40.573
-73.8798,40.573,-73.8797,40.5731
-73.93,40.5763,-73.9299,40.5763
-73.892,40.573,-73.8919,40.573
-73.9139,40.5749,-73.9135,40.5752
-73.9154,40.5747,-73.9153,40.5748
-73.93,40.5762,-73.93,40.5763
-73.9038,40.5712,-73.9035,40.5714
-73.9017,40.5715,-73.9012,40.5715
-73.9154,40.5747,-73.9154,40.5747
-73.9301,40.5762,-73.93,40.5762
-73.9153,40.5748,-73.9139,40.5749
-73.9156,40.5746,-73.9154,40.5747
-73.8924,40.5729,-73.892,40.573
-73.8925,40.5728,-73.8924,40.5729
-73.9012,40.5715,-73.9002,40.5716
-73.9002,40.5716,-73.8998,40.5716
-73.8898,40.5731,-73.8891,40.5728
-73.8928,40.5728,-73.8925,40.5728
-73.8891,40.5728,-73.889,40.5728
-73.9211,40.5751,-73.921,40.5753
-73.9153,40.5745,-73.9154,40.5747
-73.8998,40.5716,-73.8996,40.5715
-73.8996,40.5715,-73.8996,40.5715
-73.8931,40.5727,-73.8928,40.5728
-73.9043,40.571,-73.9038,40.5712
-73.8996,40.5715,-73.8993,40.5715
-73.8933,40.5727,-73.8931,40.5727
-73.9164,40.5744,-73.9156,40.5746
-73.9164,40.5744,-73.9164,40.5744
-73.8934,40.5727,-73.8933,40.5727
-73.8993,40.5715,-73.8991,40.5715
-73.9173,40.5743,-73.9169,40.5743
-73.9169,40.5743,-73.9164,40.5744
-73.8991,40.5715,-73.899,40.5715
-73.922,40.5713,-73.9218,40.5715
-73.9305,40.5758,-73.9305,40.5758
-73.9177,40.5741,-73.9173,40.5743
-73.8937,40.5725,-73.8934,40.5727
-73.897,40.5719,-73.8969,40.5719
-73.8972,40.5719,-73.897,40.5719
-73.9282,40.5757,-73.9282,40.5758
-73.899,40.5715,-73.8981,40.5717
-73.9282,40.5757,-73.9282,40.5757
-73.8981,40.5717,-73.8978,40.5717
-73.8939,40.5725,-73.8937,40.5725
-73.8978,40.5717,-73.8977,40.5717
-73.8977,40.5717,-73.8972,40.5719
-73.8939,40.5725,-73.8939,40.5725
-73.9184,40.5738,-73.9177,40.5741
-73.9185,40.5738,-73.9184,40.5738
-73.889,40.5728,-73.8887,40.5726
-73.9137,40.5745,-73.9139,40.5749
-73.8969,40.5719,-73.8966,40.5719
-73.8966,40.5719,-73.8966,40.5719
-73.9282,40.5755,-73.9282,40.5757
-73.8941,40.5724,-73.8939,40.5725
-73.8966,40.5719,-73.8963,40.5719
-73.9232,40.5693,-73.922,40.5713
-73.9282,40.5753,-73.9282,40.5755
-73.8963,40.5719,-73.8963,40.5719
-73.9218,40.5715,-73.9206,40.5724
-73.9234,40.5693,-73.9232,40.5693
-73.9242,40.5694,-73.924,40.5692
-73.924,40.5692,-73.9238,40.5693
-73.9238,40.5693,-73.9234,40.5693
-73.8944,40.5723,-73.8941,40.5724
-73.8853,40.575,-73.8847,40.5754
-73.9206,40.5724,-73.92,40.5728
-73.9281,40.5751,-73.9282,40.5753
-73.8924,40.5725,-73.8924,40.5729
-73.9191,40.5733,-73.9185,40.5738
-73.8854,40.575,-73.8853,40.575
-73.8963,40.5719,-73.8958,40.572
-73.92,40.5728,-73.9191,40.5733
-73.9049,40.5707,-73.9043,40.571
-73.8948,40.5722,-73.8944,40.5723
-73.9281,40.5749,-73.9281,40.5751
-73.8854,40.575,-73.8854,40.575
-73.9281,40.5748,-73.9281,40.5749
-73.9257,40.5702,-73.9242,40.5694
-73.8958,40.572,-73.8953,40.5721
-73.8953,40.5721,-73.8948,40.5722
-73.928,40.5746,-73.9281,40.5748
-73.9259,40.5703,-73.9257,40.5702
-73.8855,40.575,-73.8854,40.575
-73.928,40.5744,-73.928,40.5746
-73.9279,40.5743,-73.928,40.5744
-73.9278,40.5737,-73.9279,40.5741
-73.8856,40.5749,-73.8855,40.575
-73.9117,40.5747,-73.9119,40.5754
-73.9265,40.5706,-73.9259,40.5703
-73.9136,40.5743,-73.9137,40.5745
-73.8857,40.5748,-73.8856,40.5749
-73.8858,40.5748,-73.8857,40.5748
-73.8858,40.5748,-73.8858,40.5748
-73.9053,40.5705,-73.9049,40.5707
-73.9232,40.5693,-73.9229,40.5691
-73.8859,40.5748,-73.8858,40.5748
-73.8802,40.5723,-73.8798,40.573
-73.9054,40.5705,-73.9053,40.5705
-73.8887,40.5726,-73.8883,40.5722
-73.8863,40.5746,-73.8859,40.5748
-73.8869,40.5742,-73.8863,40.5746
-73.8883,40.5722,-73.8882,40.5722
-73.8802,40.5722,-73.8802,40.5723
-73.9117,40.5745,-73.9117,40.5747
-73.9242,40.5689,-73.924,40.5692
-73.9272,40.5707,-73.9265,40.5706
-73.9275,40.5707,-73.9272,40.5707
-73.9059,40.5703,-73.9054,40.5705
-73.9061,40.5702,-73.9059,40.5703
